rmse_I,rmse_Beta,time_predict,day,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
50870.0093752014,4.1610319525141316e-06,0.0010004043579101562,9,296285.0,412279.6781456397,19,16
48173.94341227503,4.267883697272622e-06,0.0010004043579101562,8,383673.0,468023.93841023307,17,15
25989.091975324012,2.9722341247889644e-06,0.0,26,14826.0,41397.47588394626,35,43
55068.1195130367,3.367427609368487e-06,0.0010006427764892578,14,67893.0,174275.45577247938,21,25
54762.301294977406,4.7776809051472165e-06,0.0009999275207519531,9,257693.0,364153.47914454655,17,16
27115.07109235746,7.76546019373945e-06,0.0,19,13082.0,51013.87316155875,24,29
64096.153235936654,7.159202473913991e-07,0.0010001659393310547,27,90953.0,198376.15675903062,46,48
51987.35622588466,3.919189885149906e-06,0.0010001659393310547,9,211080.0,347570.099769646,18,18
56871.57328002915,2.184499549145021e-06,0.0009996891021728516,12,215688.0,327403.6384682769,21,23
54916.50705884505,8.04833643899539e-06,0.0,9,101223.0,214806.09789861066,16,16
58164.058851269874,6.405103507125557e-06,0.0010008811950683594,9,142418.0,265922.3051622532,18,16
55934.99564661549,7.1154982807064445e-06,0.0,10,82359.0,187100.01625655388,17,17
47083.80359379481,4.445062596766181e-06,0.00099945068359375,8,276988.0,384918.1625535204,17,16
51113.36649038595,2.1763064958392955e-06,0.0010001659393310547,15,94986.0,165158.52486950127,25,28
55760.33039002636,5.387085111421128e-06,0.0,8,214548.0,341538.63019985857,17,15
55120.12009121734,5.153494013105232e-06,0.0,12,149224.0,256242.8073456849,20,19
59849.37673984879,2.1329348738470725e-06,0.0010004043579101562,14,171911.0,299801.60412013426,24,25
38614.794946986105,3.0343546659357502e-06,0.0,18,31986.0,64783.0220427681,26,32
48060.59406955805,1.3205781907439708e-06,0.0,27,54559.0,96425.91888043475,37,45
57661.73000263853,4.8145336927202305e-06,0.0009989738464355469,11,89512.0,196395.7408812083,20,20
39213.08308855171,7.001645650189617e-06,0.001001596450805664,14,25073.0,74940.4242914199,19,23
27412.426168953833,7.109533370514244e-06,0.0,17,15650.0,48600.32785065369,22,27
63375.25436023446,2.182489400577378e-06,0.0009987354278564453,17,60415.0,140768.8402021795,24,29
50941.51375298572,2.7875458065263818e-06,0.001001119613647461,13,98874.0,186722.40277582986,22,24
46930.174943005324,5.124791677689112e-06,0.0010023117065429688,12,61602.0,144534.97000433615,19,21
27362.53429342096,6.398834908669189e-06,0.0,15,16159.0,45779.943402272314,19,26
62603.57901730162,2.5323366367537918e-06,0.0009987354278564453,14,61010.0,179118.23950112404,21,26
28521.47882678317,7.839344725503863e-06,0.0,14,16422.0,51212.047639154465,18,24
46163.82592253086,2.2211847692530673e-06,0.0020008087158203125,13,331477.0,415031.79253859684,23,23
63102.83659436285,1.969216097045935e-06,0.001001119613647461,14,119367.0,263057.92172110337,21,25
50841.13306293215,6.263335938812161e-06,0.0,12,38322.0,124364.05778042122,19,20
62213.62292730276,1.0898638321313668e-06,0.0013091564178466797,16,199845.0,262987.00356002117,27,31
65142.618969470896,2.1287007761778946e-06,0.0009999275207519531,14,104149.0,270529.97947562643,22,26
55446.03676688018,6.978255279402991e-06,0.0009999275207519531,12,79393.0,185437.40928977367,20,19
55690.00459133471,3.0935575749842107e-06,0.0009992122650146484,12,245283.0,334015.19076885056,21,21
57276.94104042234,4.2013013584510645e-06,0.0010004043579101562,10,163690.0,269412.2975002125,19,18
48783.87720670172,3.5549225224234544e-06,0.0,11,312461.0,402152.07863890403,19,18
45128.6736941484,5.34762038297351e-06,0.0,12,35784.0,92147.52301936442,18,21
57763.4189454304,4.91987486474401e-06,0.0,11,97116.0,226168.3269358511,18,18
45311.301170386265,2.1822706203529116e-06,0.008038759231567383,20,32150.0,70113.56391270441,26,35
47088.99747385857,2.6761916427769756e-06,0.0,19,45564.0,105785.76754144611,27,31
53590.38075717636,6.30641570979582e-06,0.0,12,66975.0,152354.98612427217,18,20
60200.3744386124,6.845237363314102e-06,0.0,9,147866.0,268158.4468402782,17,15
27564.123524394323,6.4698841997114844e-06,0.0,16,16014.0,46343.241852814885,20,26
44306.82672449507,3.210112060087011e-06,0.0,16,50409.0,118729.95557035605,23,27
49974.01673408532,3.5893801897492946e-06,0.0,11,187756.0,292266.2740868248,19,19
61203.0795610733,5.294280981655098e-06,0.0,9,130836.0,283214.8308149133,18,17
49463.13481407928,2.2300972426867366e-06,0.0,18,56340.0,118588.3579604887,25,30
46366.15021448174,3.6070974127104354e-06,0.0,9,346243.0,425634.57031546766,18,16
53169.57744175678,4.4116165312466155e-06,0.0,9,267175.0,386377.5627558962,18,16
73777.11372341862,9.02021424824607e-07,0.0,17,191788.0,187792.99201868003,29,35
39845.83761971419,4.771072130351485e-06,0.0020101070404052734,15,23063.0,85671.60540902847,21,26
57017.714734436995,4.495415940132071e-06,0.0,12,71332.0,165432.04672011873,19,21
40036.33551452352,4.311944189983995e-06,0.0,13,35906.0,83043.24589127787,19,23
46641.08033408622,3.2038240433305375e-06,0.0,11,233587.0,362765.02990050265,22,20
56303.495876522036,8.808345809825309e-07,0.0,20,151357.0,193359.76303717672,37,38
52906.25823284241,4.555092460225149e-06,0.0,9,351333.0,446985.68622602767,17,15
34915.78864561389,7.804441897038782e-06,0.0,14,24131.0,78074.78222436241,18,22
46445.07944179206,4.986592310379345e-06,0.0010013580322265625,12,49846.0,115899.69325449878,18,21
72845.13808473984,1.907573727942188e-06,0.0009984970092773438,16,104421.0,205479.44032803798,25,29
50289.8629769429,1.7767507584673665e-06,0.0,12,206120.0,333278.9824578451,23,24
50017.84132068063,3.975639600822639e-06,0.0,13,50503.0,158240.40812136562,19,22
49242.328220335796,5.654315462153223e-06,0.0,12,91874.0,204418.78248025823,21,20
50808.22415945094,3.672372120018793e-06,0.00099945068359375,11,318716.0,406182.36123981973,19,18
49656.90631851593,4.111807417550762e-06,0.0,13,51756.0,132919.86513463172,20,22
50324.76208448507,3.847813538915105e-06,0.0009987354278564453,10,192599.0,318969.3764702666,19,18
53708.628270239686,2.576328411506661e-06,0.0009996891021728516,12,228577.0,317269.4003537604,21,22
60627.88463365072,6.468845484249074e-06,0.0,9,123840.0,239772.91298503097,17,16
55320.0596066962,4.542012829571461e-06,0.0,9,171303.0,331491.0263818591,19,17
46804.12931836456,8.434832297543118e-06,0.0010006427764892578,11,53583.0,136555.23441033514,17,18
55593.13700282523,4.421201136876865e-06,0.0009958744049072266,11,105672.0,247217.7074773319,20,19
31526.061352486522,5.367838028180903e-06,0.0010018348693847656,21,15939.0,65168.20039023133,27,33
48869.22612816536,3.987170426020739e-06,0.0,10,293105.0,411313.36416798446,18,17
38113.288775280824,7.466931203915321e-06,0.0020220279693603516,13,27367.0,76402.21985067177,18,21
46409.41400812003,4.958787422436634e-06,0.0,12,37661.0,89123.08913675699,17,21
56711.78697706063,5.048092861713705e-06,0.0,9,238864.0,362785.42450546566,17,15
52632.41663871269,3.510471712424092e-06,0.0,16,176723.0,288739.63115121814,26,25
54109.61602876996,7.159064107200945e-06,0.0,10,75788.0,184778.16929881184,19,18
53644.3153393217,4.721040813416043e-06,0.0,11,103088.0,223372.0434373953,19,19
43023.75649496776,5.3426036012671645e-06,0.0,12,46077.0,118858.26334691561,19,21
49671.49972033991,2.4122509941202385e-06,0.0,10,313204.0,396772.3713725719,21,20
47624.25554444871,2.938580012199035e-06,0.0,14,58602.0,112624.20745608883,21,26
45174.62671610043,3.1281348174560766e-06,0.008013725280761719,10,352075.0,442880.03156833793,20,18
